id,business_id,name,stars,review_count,postal_code,latitude,longtitude,is_open,comp_stars,comp_review_count,total_demand_score,missing_demand_score
50679,Gr6nYrQ_-3p4LcE4M84lTw,Dave & Buster's,2.5,515,19106,39.9570239499,-75.1374835117,t,2.3771428571428571,525,2760,1107
31548,io4YNLvABJrFraEwtQBWqA,Philadelphia 201 Hotel,2.5,557,19103,39.9578348057,-75.1670997617,f,2.2847100175746924,569,2524,1105
29161,aQ2-kEwDra31zu0NCLpUsQ,Buffalo Exchange,3,260,19102,39.9510948829,-75.1664955889,t,2.7732342007434944,269,1914,1100
15338,S8ZFYEgMejpChID8tzKo9A,Amada,4,2109,19106,39.9485863525,-75.1449131188,t,4.1716003700277521,2162,9149,1094
129367,nIAbuktMEzVjT4P9pG89rQ,Buddakan,4,1561,19106,39.9489186,-75.1471667,t,4.0728185812931576,1593,6213,1067
105810,4R2KR_-FybS7oegGrXjHVg,Del Frisco's Double Eagle Steakhouse,4,1129,19102,39.9509564,-75.1654591,t,3.7964071856287425,1169,4662,1065
141962,3gVSrS4kffGGZT8oXHsIcw,Pod,3.5,797,19104,39.9539707735,-75.1960369886,t,3.5195599022004890,818,3468,1056
116210,Yu401DtSmkXpJhgXnQcFrg,Joy Tsin Lau Chinese Restaurant,3,398,19107,39.95544,-75.156989,f,2.9585365853658537,410,2409,1048
18475,Iw8uqNPxviwcgxtruAx_LA,Good Dog Bar,4,1279,19102,39.948793,-75.1662055,t,3.8362395754359363,1319,6954,1044
71947,qY-BUQY-SFBaSrFHowF3nA,Nine Ting,4,1213,19107,39.9550836837,-75.1552917273,t,3.9882260596546311,1274,7452,1042
142280,rgeuy1qbw6Z8B6CSVANHIA,Federal Donuts,4,1464,19103,39.950589,-75.168329,f,4.1369405477621910,1497,7957,1037
10608,EtKSTHV5Qx_Q7Aur9o4kQQ,Village Whiskey,4,1553,19103,39.9514165949,-75.1737677917,t,3.9382407985028072,1603,8150,1033
31166,ctHjyadbDQAtUFfkcAFEHw,Zahav,4.5,3065,19106,39.9462611465,-75.1451350779,t,4.5486920895052001,3173,12324,1019
73937,kVTHnhgYUw-Pmr7wgDB4_g,Distrito,3.5,1077,19104,39.9558813,-75.2020031,t,3.7240461401952085,1127,4939,1011
139772,qISf5ojuYbD9h71NumGUQA,Han Dynasty,4,1474,19106,39.9485257778,-75.143727802,t,4.1095268956578095,1543,8492,1004
89641,6_T2xzR74JqGCTPefAD8Tw,Morimoto,4.5,1914,19106,39.9496652299,-75.1532727008,t,4.2825527534740093,1943,8719,995
103396,HS5CfzQ_gOJHgqwtv9rvNQ,Ladder 15,3,317,19102,39.9502786,-75.1669645,t,2.8018575851393189,323,2099,992
9337,9gObo5ltOMo6UgsaXaHPWA,R2L,3.5,787,19102,39.9516172612,-75.167190457,f,3.6022443890274314,802,3224,991
71101,ysvzP0VvMTrGmUClKJ3img,Ms Tootsie's RBL,3.5,612,19147,39.943366813,-75.1638820306,f,3.3708399366085578,631,2518,990
146273,JHRlwxxKY0JJcU97rJ-Bug,Cuba Libre Restaurant & Rum Bar - Philadelphia,3.5,1195,19106,39.949589,-75.14391,t,3.7257142857142857,1225,4719,988
43637,AmI3LIUNwsi4023hOVGu3w,Moshulu,3.5,874,19106,39.942335482,-75.1413081,t,3.5648769574944072,894,4095,986
98380,kZ1q0K13tFYG_ZJrVvsJHA,Sampan,4,2000,19107,39.9495313759,-75.1621570259,t,4.0838150289017341,2076,9002,986
81592,2PWmnUV2Leb2Loj0TqxCMA,Mad Mex - University City,3,601,19104,39.9533493175,-75.193518705,f,3.1054313099041534,626,3131,984
119777,iH9fT2RCB0u4cVl2HLDtqg,The Franklin Bar,4,823,19103,39.951299,-75.1706467,f,4.0874125874125874,858,6003,977
40479,y7IbpgftK97lerMOrgHFoA,United Airlines,2,61,19153,39.8757359,-75.2493279,t,2.0327868852459016,61,1469,976
73665,wHkYLlZyPXllrQRlvidUlg,Campo's Philly Cheesesteaks,3.5,686,19106,39.9497014,-75.1442745,t,3.2697274031563845,697,2491,966
39083,T9C1od-JorSPXwXgzSqM9Q,David's Mai Lai Wah,3,522,19107,39.95549425,-75.1559746,t,3.0299065420560748,535,2950,964
33722,h7n599RGtvFLmLycugT2MQ,Warmdaddy's,3.5,498,19147,39.9293522,-75.1454738,f,3.3339768339768340,518,2352,962
143158,ytynqOUb3hjKeJfRj5Tshw,Reading Terminal Market,4.5,5721,19107,39.9533414645,-75.1588545174,t,4.6053997923156802,5778,35784,960
123632,csS_UrBujOvjASbX3gLW7w,Bobby's Burger Palace,3.5,788,19104,39.954086811,-75.2009592271,f,3.4635922330097087,824,3459,959
125637,ZVrOGpZe5usRbdxxtmxHoQ,Walmart Supercenter,1.5,184,19148,39.9263713,-75.1415862,t,1.6250000000000000,192,1775,957
119341,cOXc8c85Ms6dMEAJazLXHQ,McGillin's Olde Ale House,4,979,19107,39.950168,-75.162607,t,3.7666999002991027,1003,6267,940
82768,znx1v_c2IPKOXlYAbqFYvg,Philly Cupcake,3.5,285,19107,39.9500834,-75.1600675,f,3.4149659863945578,294,3071,940
17664,LM54ufrINJWoTN5imV8Etw,John's Roast Pork,4.5,1564,19148,39.9210273851,-75.1450284438,t,4.3337476693598508,1609,8325,938
109826,ntiIq1FNqduOyyowMFGh5A,Nan Zhou Hand Drawn Noodle House,4,2188,19107,39.9554005671,-75.1569010986,t,4.2057649667405765,2255,11923,935
69233,khn9lsIDvoULtuGP0zYaHw,Rittenhouse Women's Wellness Center,3.5,213,19103,39.9460539,-75.1694468,t,3.5000000000000000,226,1556,933
125340,XU3Fe8I8dD3FaOmzAQXLnQ,Spread Bagelry,3.5,579,19103,39.9485847,-75.1744427,t,3.3117744610281924,603,2990,930
1048,IOroNIZhOtGM9nWMT3PaNA,House of Beauty,1.5,180,19150,40.074181,-75.155105,f,1.3384615384615385,195,982,927
5383,pj8Y-5vfbRitnnm2xJFH9w,Jamaican Jerk Hut,2.5,276,19146,39.944275,-75.166787,t,2.6205673758865248,282,1447,926
114637,eoN0GAIRV0WmwUm7FmzKgQ,Yakitori Boy,3.5,748,19107,39.9559497,-75.1571603,t,3.6119016817593790,773,4780,926
31271,SCjUeZfjafJ88fWWQjRh2w,El Rey,3.5,968,19103,39.9522598,-75.1740323,t,3.6023976023976024,1001,4577,923
59860,ci-kujWfHzsg5zCcqYZLKA,Lucky Strike - Philadelphia,3,309,19107,39.950671,-75.1633942,t,3.0316455696202532,316,1931,922
16445,DuB7UztTWu1eDfEaB9qrVw,Comcast,1,289,19103,39.9549403861,-75.1683370733,t,1.1851851851851852,297,1238,916
141827,wPi7p5fZyGTOjDU28IlTqA,Woody's,3,325,19107,39.949064,-75.16241,t,3.0778443113772455,334,2791,909
105970,4J06--ty2Ydj1---IsArLw,Cantina Los Caballitos,3.5,874,19148,39.9288976,-75.1644726699,t,3.5082690187431092,907,4720,906
95315,Qf4e6amvsjdKgz-b02gvUg,The Fresh Grocer of Walnut,2,216,19104,39.9544656934,-75.2029407313,f,2.2105263157894737,228,1947,904
84543,dG-gZOWzn8iO1Rvv_fbXxA,Silk City Diner & Lounge,4,940,19123,39.9613271,-75.1460328,t,3.8897959183673469,980,5905,902
134703,gjFUrbSMo1rA1jgG5IhA2A,Chima Steakhouse,3.5,697,19103,39.9547768017,-75.1726724432,t,3.6186440677966102,708,3150,896
91874,wYJxaGAGhSaAf_6UG7bD9g,Downey's Restaurant,2,152,19147,39.941126,-75.1441433,f,2.0628930817610063,159,1236,890
62622,fOhnSqmO4XY5vSI8whVKSA,Farmicia,4,1094,19146,39.9496993,-75.1457815,f,3.8256963162623540,1113,4534,888
15160,BGX9PWNgcDfPuuuPNtLkTw,Philadelphia Flower Show,2.5,178,19107,39.9546231383,-75.1580399508,t,2.6373626373626374,182,1540,883
149658,ZGH8MzJa7Q7iIpmtzBAJAQ,Manayunk Brewery,3.5,692,19127,40.022471,-75.2188,t,3.3530239099859353,711,3607,880
30313,-mIlmp5l4hKlp1tvHRdvTg,Sonny's Famous Steaks,4,1697,19106,39.9499178538,-75.1447920753,t,3.9527972027972028,1716,7340,876
60572,tRl5RxE_2XAHRcfvpCwgpQ,Alden Park by Village Green,1.5,63,19144,40.027069,-75.184032,f,1.7590361445783133,83,1034,876
9925,eaDZlSuVS0EY67Ke6pRP6Q,Penang,3.5,1112,19107,39.954044,-75.15598,t,3.7172593235039029,1153,5296,873
87476,L0c6-mnkcV9fXLk0--dkWQ,Fox and Hound,2.5,418,19102,39.94731,-75.166551911,f,2.5345622119815668,434,2094,871
7712,j99PtxlKTW_u5alE4jiqHQ,Ralphs Italian Restaurant,3.5,653,19147,39.9400584,-75.1578655,t,3.5867269984917044,663,2785,870
126556,ckF4SrqKfSm8ndr88on1dA,Chart House,2.5,352,19147,39.9411270506,-75.1404787123,t,2.7055555555555556,360,1450,869
85263,1iQpAAWmGp6yJCNr-7DMRQ,Greyhound Bus Lines,1.5,230,19107,39.9528071,-75.1570006,t,1.7370689655172414,232,1523,866
82441,UQZ4p6xb_7gY7UXHmBzceg,Tom's Dim Sum,3.5,587,19107,39.9532889,-75.1578543,t,3.7253289473684211,608,3302,865
142503,GoYSJ-YY-YwbxdgasHuq-Q,Mixto,4,1246,19107,39.945195,-75.161082,t,3.8532818532818533,1295,5989,865
92687,FD7gMovIYQmhdn23Iq91zQ,Lorenzo & Sons Pizza,4,657,19147,39.941596,-75.1478101,t,3.7294469357249626,669,3240,862
147611,U4yrxSpqLaPrGqcqok2vJg,Regal UA Riverview Plaza IMAX & RPX,2,232,19147,39.9292003913,-75.1448488443,f,2.1380753138075314,239,2395,860
77927,giUvelDX9OPw7aiF7grvEA,The Mütter Museum,4,777,19103,39.953274,-75.176587,t,4.1315453384418902,783,5154,860
147709,2CDI713ATuxHfnB5b-sBdw,Vedge,4.5,1447,19107,39.9479310476,-75.1614279837,t,4.4812332439678284,1492,6635,852
10869,2Z7vV_BUcNaGYXikJqq-Lw,Veterinary Hospital University of Pennsylvania,3,142,19104,39.9506189281,-75.200988623,t,3.2133333333333333,150,1462,850
114839,rha33rq2sF-OpIL0peRVfA,Park Towne Place Apartment Homes,1.5,83,19130,39.9606281,-75.1778218,f,1.6969696969696970,99,1096,849
57895,VVlPhHtkwEA6zjC4vABQPQ,CGFNS International,1,69,19104,39.95581,-75.1945728,t,1.1948051948051948,77,,847
20524,iUZEGx29miZObLd6_lt7Vg,Sabrina's Café,4,1721,19130,39.9604147854,-75.1686044902,t,4.1426136363636364,1760,7854,842
92555,RnhLCG4N9MPy6ZRzq787Cg,Devil's Alley Bar & Grille,3.5,825,19103,39.95214,-75.1722162,t,3.5229681978798587,849,4385,837
13877,cXSyVvOr9YRN9diDkaWs0Q,Honey's Sit-N-Eat,4,1396,19123,39.96399,-75.1444822,t,4.2264542936288089,1444,7400,835
28442,cGX-1IUwXOjkUqZbkKYcjw,Fogo de Chao,4,1426,19107,39.9509166,-75.1629711,t,4.1418779986291981,1459,6487,828
117369,-DGsnMlRrR_tv8avrpQLQw,Sam's Morning Glory Diner,4,741,19147,39.9408607,-75.1589045,t,3.8740259740259740,770,3597,826
114780,qsm7SkX60JsajT7Yz248FA,Café Soho,4,800,19126,40.0550205,-75.1260334,t,3.8773809523809524,840,4726,820
79368,lZX5_8qspEXtMJGFQ0-Mow,Philadelphia Marriott Downtown,3,595,19107,39.952534,-75.160578,t,3.0722495894909688,609,3871,819
105999,dBRWKIS7h-qZCi8EjUJ2HA,The Franklin Institute Science Museum,4,623,19103,39.9582109,-75.1731373822,t,3.8291536050156740,638,5461,819
83373,LGcIlVav6GFEPWfvBlJ93A,Independence Blue Cross,1,106,19103,39.9536085526,-75.171789386,t,1.1280000000000000,125,869,816
83727,WMkiheTT-8kRslImVLWMVw,Standard Tap,4,785,19123,39.96414,-75.1405144,t,3.8841463414634146,820,5362,810
2620,7lwe7n-Yc-V9E_HfLAeylg,Pub & Kitchen,3.5,615,19146,39.9456566,-75.1747733,t,3.6442748091603053,655,3933,803
35526,Rzx2E5XgTeGU7FEbUZ-bGg,IKEA,3,365,19148,39.9171275,-75.1418318,t,2.8787061994609164,371,3674,803
99888,tiCdi3sz6PlKc6MOPEWo7w,Mama Palma's Gourmet Pizza,3.5,231,19103,39.9488739,-75.178877,f,3.3817427385892116,241,1266,800
15938,gSFVZRVqJ2jatgEAmtQaxg,George Smith Towing,1,95,19153,39.9217257255,-75.2153263386,t,1.2142857142857143,98,871,800
131511,sy7ADvpBA7SfHwbY-Y_5gw,Valanni,4,875,19107,39.9467941,-75.1622221,f,3.7466666666666667,900,6068,799
57638,gy0NuW7nzIuZNq3lLLlgzA,Serafina Philadelphia,2.5,292,19103,39.9508490197,-75.1706499186,f,2.7214765100671141,298,1418,798
17022,aUoMG97DMJG4nmwhT6z1zA,Devon Seafood Grill,3.5,1159,19103,39.94949,-75.17066,t,3.6480721903199344,1219,6087,796
141334,V0SHmvYtXqdv8-AsqshV6w,Smokin Bettys,3.5,796,19107,39.9495395623,-75.158919096,f,3.5120772946859903,828,3359,794
26023,HQD2fLfTDlHt8tdi8p0p3A,Wayne's Garage,2.5,79,19143,39.9485311,-75.2133903,t,2.7176470588235294,85,1346,791
101317,Q2-CMoiLMuZVvLE1oxzx5A,LaserShip,1,174,19106,39.9512937,-75.1526227,t,1.2209944751381215,181,824,789
10314,eMiN8nm70jjKg8izikVWDA,Chickie's & Pete's,3.5,590,19145,39.9114175,-75.1745111,t,3.4079601990049751,603,3935,785
41404,sb8-TzsXOV7IsErbpHZo3g,Positano Coast by Aldo Lamberti,3.5,689,19106,39.9466579,-75.144724,t,3.7082748948106592,713,3082,779
124827,BxfvdHqETU8jWYUjx5OL2A,Shake Shack,3.5,777,19103,39.9512256328,-75.1737892628,t,3.6576019777503090,809,5515,775
126672,bK0j7YtVyN98UnM_8fUONg,Tavern on Broad,2.5,282,19102,39.9491188,-75.1648441,f,2.4675767918088737,293,1544,773
81267,838bEDzZSPveDkAGrhVWYQ,Ocean Harbor,3,524,19107,39.9557218,-75.1567726,t,3.2007434944237918,538,3201,767
101030,DhZVpgeBKxoLd91MiwTxpg,La Fontana Della Citta,3,379,19103,39.9477642,-75.1696977,t,2.9766233766233766,385,1456,767
58248,1UNJeHTsS7WS9RxRzHw06g,Varga Bar,3.5,597,19107,39.9462043942,-75.1577992928,t,3.7041139240506329,632,4447,757
143120,4rG4tJF2EC2CfYvBu_uqpQ,Cry Baby Pasta,3.5,198,19147,39.9406127199,-75.1475720108,t,3.7241379310344828,203,1324,757
18338,BAaU9XVWHtSYU16BxdZERw,Franklin Music Hall,3,271,19123,39.9589273,-75.1500189,t,2.9424460431654676,278,1804,756
68364,PmJx4zNYCyR7Hx9AmgUUJA,Steve's Prince of Steaks,3,519,19102,39.9514989281,-75.1669257544,f,3.1316793893129771,524,2263,754
69882,NFzfuIFghE-HnrodHpaT6A,Garces Trading Company,4,896,19107,39.9477453,-75.159542,f,3.7910922587486744,943,4355,753
76695,hb4Viui0dPDUpFqN1PbRKA,Hertz Rent A Car,2,359,19153,39.880076,-75.243541,t,1.8733153638814016,371,1474,752
103152,3YDXcj6vfpIDej7cULGh8A,Hospital of the University of Pennsylvania,2.5,129,19104,39.9499965363,-75.1930278984,t,2.5539568345323741,139,2352,751
147906,vXb4OWsjPoiBtmarfexj-g,Green Eggs Café,3.5,852,19123,39.9623633,-75.1407424,f,3.7089887640449438,890,3915,750
123343,6IG4SysBKyRnFW_e22q13A,Uber,3,218,19107,39.9559288,-75.1574567,t,2.8965517241379310,232,1709,745
55164,5HeO2Q_tKt8V9jgthPOnFw,Dave's Best Limousine Service,1.5,158,19135,40.0203813,-75.0552739,f,1.5220125786163522,159,801,745
103128,1Ck2drCXGh1h5bhc9aIRpg,Jack's Firehouse,3.5,569,19130,39.9670823,-75.1733028,t,3.3344827586206897,580,2279,743
64358,IGxrAQcqw8Mr1x9WLXQsNA,Hawthornes Biercafé,4,716,19147,39.9410364,-75.1608686,t,3.9920844327176781,758,4148,742
52634,_k1CIuPkY-uLFm8lABFG8Q,Bonchon Philadelphia,3.5,613,19107,39.954502,-75.15699,t,3.4834645669291339,635,3168,739
141521,ELY0HI8GDEx0jkmREVna0A,Frankford Hall,4,981,19125,39.969439,-75.134647,t,4.0438683948155533,1003,6937,738
15330,IORvbG2rAIVJ-1d148cCmg,Voyeur Nightclub,3,163,19107,39.9483445218,-75.161862657,t,2.9268292682926829,164,1614,737
115613,jxEMFqwDJXjCxmcm5t5jVQ,Cleavers,4,1304,19103,39.9514103,-75.1706011,t,4.2099697885196375,1324,6245,735
89771,9o24I4GqjDBQQa0vK68cXQ,Rothman Orthopaedics,2.5,98,19107,39.9502469,-75.1566358,t,2.2549019607843137,102,1214,734
73377,wopwoiKIllIzcggK7HkTmw,The Gold Standard Cafe,3,312,19143,39.9481839,-75.2196691,t,3.2055214723926380,326,1926,733
55415,HPqTJ_yF2ZJw87yHWnSzSg,City Tavern Restaurant,4,841,19106,39.9471427567,-75.1445095605,f,3.8251173708920188,852,3808,730
144669,9DfzRvTs9tzFuj5PnnLOrA,The Barnes Foundation,4,414,19130,39.9605399867,-75.1725628227,t,3.9904988123515439,421,3260,723
20951,Sv1MEZP-mMfp8SmE0hwYEA,Terakawa Ramen,4.5,1693,19107,39.955402,-75.154484,t,4.2544209925841415,1753,8911,721
25082,s2JiYzE7i68cXIV6YEcVTw,Local 44,3.5,494,19104,39.952821,-75.210442,t,3.6095238095238095,525,2896,720
120276,9w6o_eyKCSNKgMtAuv6KWg,One Shot Coffee,4,498,19123,39.9677290083,-75.1406717064,t,3.7822736030828516,519,3552,719
150105,LreM6Gs1JUh3bY1hVhy7VA,Verizon FiOS,1,192,19107,39.9527827,-75.1703617,t,1.2102564102564103,195,755,712
71314,rYqmaOIULRouz_1db07OdQ,Green Eggs Cafe,4,813,19147,39.931348,-75.166497,t,3.9573459715639810,844,4011,706
32504,c6tlkzg9aKA8aGHvBC9u1w,Long In the Tooth,3.5,125,19103,39.9514996,-75.1746687,t,3.7307692307692308,130,1199,704
104891,_V6hl1oGkTV2KbGeax_HPA,Sang Kee Peking Duck House,4,926,19107,39.9563986,-75.1542873,t,3.8731808731808732,962,5153,702
98534,i_FWONQD1ZBqrNE2b-M5Ug,Talula's Garden,4.5,1927,19106,39.9473272218,-75.1535421779,t,4.4465376782077393,1964,7521,701
105287,pXRrRf8fDv6yU3xp1E25hA,Bud & Marilyn's,4,1303,19107,39.947787,-75.162293,t,4.2071269487750557,1347,6301,699
26281,6c8eIawbCBu3FLp2kDraBA,Attico Rooftop Lounge,3,206,19107,39.9486052,-75.1640808,t,3.2300469483568075,213,1221,698
146773,p6H295aQCbDJ80GcpqFvwA,Club Quarters Philadelphia,3,402,19103,39.9512939,-75.1684401,t,2.9408866995073892,406,1593,698
150236,mzTTdvQGkUHZ8ii7OnZC5w,Trader Joe's,4,494,19103,39.954178,-75.17598,t,3.9219047619047619,525,6353,696
58368,qsAZNQ-6P4I9r7onkBZJ_g,Percy Street Barbecue,4,794,19147,39.9425847,-75.1570964,f,3.8653158522050060,839,4836,695
60685,WYel6hMEEPNwzVUlVBacbw,honeygrow,3.5,560,19102,39.9507231094,-75.1675008738,t,3.5782312925170068,588,3151,694
49600,05ev984NYfimRN0UiFrxaA,Osteria,4,877,19130,39.965015,-75.161076,t,3.9363839285714286,896,3597,694
22643,73UjNbSoQjQAOS45rcihFg,Cantina Dos Segundos,4,904,19123,39.9648195,-75.1402322,t,3.8051118210862620,939,4791,684
49845,Ru1wQXYcrt_itF94K9yJpA,Winner Airport Parking,3,289,19153,39.911172,-75.2233841,t,2.9774193548387097,310,1046,684
142527,CFxs7aHPs60lgQmSvAkmPA,Philadelphia Dentistry,4,234,19102,39.9500233,-75.1675812,t,4.0717131474103586,251,1614,682
76072,S0dQ8Vks0IR-PZPLoBHKRA,McCormick & Schmick's Seafood & Steaks,2.5,387,19107,39.951353,-75.1634754,t,2.6512820512820513,390,1576,679
60778,_wcOVX6PPvhXGMpUa2Ij8A,Melrose Diner,3,287,19145,39.925004,-75.172084,t,3.0133779264214047,299,1711,678
91461,vtSisxaozZ7HWpBl_W7VaQ,Time,4,565,19107,39.9500001533,-75.1625513634,t,3.8283712784588441,571,3503,674
81071,h-cUfr_s3U7XP2DpPkoJqg,Saudia Shuler's Country Cookin',3.5,178,19132,39.9981226,-75.1672837,t,3.5722222222222222,180,1279,673
83434,OChSrnaj5tQ1-wm7zoVT4w,Gyu-Kaku Japanese BBQ,3.5,569,19130,39.9607160127,-75.1701319521,t,3.3439065108514190,599,2340,672
146732,4hQxm6xckt0EGqfAGzQDyg,Copabanana,2.5,299,19147,39.9415037,-75.1489862,t,2.6384364820846906,307,1771,671
33989,wB1Tin0OW1JRpaKM-E3ZYA,National Mechanics,4,875,19106,39.9495443,-75.1459872,t,3.8694196428571429,896,5081,668
18324,aa0xi7fgFJyA4qWux6vz0A,Carmen's Famous Italian Hoagies,3.5,589,19107,39.9532735358,-75.1593375206,t,3.6942567567567568,592,3122,665
14329,5kZtETKu37RuwHATrB4a5g,City Fitness - Graduate Hospital,3.5,193,19146,39.9451837241,-75.1773490574,t,3.3333333333333333,219,3647,662
68913,17MK8qagV374AuUA4sXuIA,XIX Nineteen,3.5,611,19102,39.949104,-75.164768,t,3.4960505529225908,633,2916,661
71605,R17gwW6zn9ilslbdvKdgsg,Alma de Cuba,4,1321,19103,39.9500808,-75.1685265,t,4.1920236336779911,1354,5794,659
62521,fYSaoJMOj7-r4XWEuYjRxw,Bleu Martini,2.5,215,19106,39.9493756,-75.1438865,t,2.3363636363636364,220,1090,659
112909,7cpj7hjDTX5fb-6pYcZiGQ,Hungry Pigeon,4,449,19147,39.93906,-75.14959,f,3.7467811158798283,466,2309,657
